LABEL,author,year,title,property,fibre,matrix,fvf,material_type,ply_type,layup,rate_units,property_units,URL,data_source,n_repetitions,rate,property_mean,property_stdv,specimen_design,exp_setup,data_reduction,curve_fit,comments
,,,,,,,,,,,,,,,2,0.002426451,0.214780143,0.009870387,,Instron electrohydraulic testing machine,"Beam Method including effects of transverse shear and kin. energy, conductive paint for crack monitoring",1,
,,,,,,,,,,,,,,,3,0.029472013,0.226453008,0.012864552,,Instron electrohydraulic testing machine,"Beam Method including effects of transverse shear and kin. energy, conductive paint for crack monitoring",1,
,,,,,,,,,,,,,,,4,0.284134204,0.287312045,0.007714036,,Instron electrohydraulic testing machine,"Beam Method including effects of transverse shear and kin. energy, conductive paint for crack monitoring",1,
,,,,,,,,,,,,,,,4,1.686519291,0.284276485,0.010243812,,Instron electrohydraulic testing machine,"Beam Method including effects of transverse shear and kin. energy, conductive paint for crack monitoring",1,
,,,,,,,,,,,,,,,13,12.66899772,0.225983371,0.015540929,,,"Beam Method including effects of transverse shear and kin. energy, conductive paint for crack monitoring",1,
McCarroll (2011),McCarroll,2011,High Rate Fracture Toughness Measurement of Laminated Composites,GIcf+,IM7,Hexcel 8552,,CFRP,UD,"[(90,0)8,90]S",m/s,kJ/m2,https://doi.org/10.25560/9037,table,8,3.30E-06,74.9,6.8,CT (compact tension),Instron 4505,"for ply thickness: 0.125 mm, non-blocked layup; R-curve obtained; compliance calibration method",1,
,,,,,,,,,,,,,,,5,0.93,75.1,11.8,CT (compact tension),servo-hydraulic Instron with lost motion device,,1,
,,,,,,,,,,,,,,,13,4,69,9.9,CT (compact tension),servo-hydraulic Instron with lost motion device,,1,
,,,,,,,,,,,,,,,5,5.8,69.4,16.9,CT (compact tension),servo-hydraulic Instron with lost motion device,,1,
,,,,,,,,,,,,,,,6,8.1,65.1,7,CT (compact tension),servo-hydraulic Instron with lost motion device,,1,
,,,,,,,,,,,,,,,5,10.6,64.8,14.4,CT (compact tension),servo-hydraulic Instron with lost motion device,,1,
,,,,,,,,,,,,,,,2,17,67.8,0.8,CT (compact tension),servo-hydraulic Instron with lost motion device,,1,
Hoffmann (2018),Hoffmann,2018,Determination of the strain-energy release rate of a composite laminate under high-rate tensile deformation in fibre direction,GIcf+,IM7,Hexcel 8552,,CFRP,UD,"[(90,0)8,90]S",1/s,kJ/m2,https://doi.org/10.1016/j.compscitech.2018.05.034,table,4,0.0001,195.8,18,CT (compact tension),screw-driven (Zwick),"for ply thickness: 0.125 mm, non-blocked layup; no R-curve; measuring strain-rate cross crack tip opening for range of lengths",1,
,,,,,,,,,,,,,,,4,40,82,20.8,CT (compact tension),SHTB,averaged over all crack jumps: almost GIcf+prop (no distinction between init and prop,1,
Kuhn (2018),Kuhn,2018,Determination of the crack resistance curve for intralaminar fiber tensile failure mode in polymer composites under high rate loading,GIcf+,IM7,Hexcel 8552,,CFRP,UD,"[(0,90)3]S",1/s,kJ/m2,https://doi.org/10.1016/j.compstruct.2018.07.039,table,,2.00E-04,195.5,,DENT (double-edge notched tension),standard electro-mechanical testing machine,entire R curve; size-effect law; propagation (steady state) value quoted,1,
,,,,,,,,,,,,,,,,60,241,,DENT (double edge notched tension),SHTB,entire R curve; size effect law; propagation (steady state) value quoted,1,
Yoo (2022),Yoo,2022,Dynamic intralaminar fracture toughness characterisation of unidirectional carbon fibre-reinforced polymer composites using a high-speed servo-hydraulic test set-up,GIcf+,IM7,Hexcel 8552,,CFRP,UD,"[(90,0)3]S,[(90,0)4]S",1/s,kJ/m2,https://doi.org/10.1016/j.compstruct.2022.115838,table,,0.0006,281.5,,DENT (double-edge notched tension),Zwick/Roell 1484 universal testing machine,entire R curve; size-effect law; propagation (steady state) value quoted,1,
,,,,,,,,,,,,,,,,60,371.8,,,high-speed servo-hydraulic testing machine (with slack adaptor),,1,
,,,,,,,,,,,,,,,,100,335.2,,,,,1,
Cheng (2022),Cheng,2022,Determination of fibre tension fracture toughness of composite laminates at high loading rate,GIcf+,T700,LT-03A,,CFRP,UD,"[(90,0)8,90]S",m/s,kJ/m2,https://doi.org/10.1016/j.compscitech.2022.109619,table,3,1.00E-06,166.5,6.7,CT (compact tension),standard electro-mechanical testing machine,using DIC to determine the J-integral,1,
,,,,,,,,,,,,,,,3,25,112.9,3.9,CT (compact tension),bi-directional electromagnetic SHB,,1,
Kuhn (2017),Kuhn,2017,Fracture toughness and crack resistance curves for fiber compressive failure mode in polymer composites under high rate loading,GIcf-,IM7,Hexcel 8552,,CFRP,UD,"[(90,0)8]S",1/s,kJ/m2,https://doi.org/10.1016/j.compstruct.2017.09.040,table,12,QS,101.6,,DENC (double-edge notched compression),standard electro-mechanical testing machine,entire R curve; size-effect law; propagation (steady state) value quoted,1,
,,,,,,,,,,,,,,,12,100,165.6,,DENC (double edge notched compression),SHPB,entire R curve; size effect law; propagation (steady state) value quoted,1,
He (2022),He,2022,Fracture toughness for longitudinal compression failure of laminated composites at high loading rate,GIcf-,T700,LT-03A,,CFRP,UD,"[(90,0)8,90]S",m/s,kJ/m2,https://doi.org/10.1016/j.compositesa.2022.106834,table,4,8.33E-06,122.2,9.3,CC (compact compression),standard electro-mechanical testing machine,using DIC to determine the J-integral; initiation values quoted here,1,
,,,,,,,,,,,,,,,4,3.5,127.2,10.2,CT (compact tension),bi-directional electromagnetic SHB,,1,
Cidade (2019),Cidade,2019,Determination of mode I dynamic fracture toughness of IM7-8552 composites by digital image correlation and machine learning,GIcf-,IM7,Hexcel 8552,,CFRP,UD,"[(90,0)8]S",1/s,kJ/m2,https://doi.org/10.1016/j.compstruct.2018.11.089,plot,,QS,101.6,,DENC (double edge notched compression),standard electro-mechanical testing machine,,1,QS reference value taken from Kuhn et al. 2017
,,,,,,,,,,,,,,,,100,125,,"DENC (double edge notched compression), 3Wx2W with W=5mm, a_0=2.5mm",SHPB,J-integral,1,high loading rate measurements for three different specimen dimensions and initial crack lengths
,,,,,,,,,,,,,,,,100,135,,"DENC (double edge notched compression), 3Wx2W with W=7.5mm, a_0=3.75mm",SHPB,J-integral,1,high loading rate measurements for three different specimen dimensions and initial crack lengths
,,,,,,,,,,,,,,,,100,180,,"DENC (double edge notched compression), 3Wx2W with W=12.5mm, a_0=6.75mm",SHPB,J-integral,1,high loading rate measurements for three different specimen dimensions and initial crack lengths
He (2024),He,2024,Characterization on fibre kinking fracture of laminated composites under combined compression and shear at high loading rate,GIcf-,T700,LT-03A,,CFRP,UD,"[(90,0)8,90]S",m/s,kJ/m2,https://doi.org/10.1016/j.compscitech.2024.110770,plot,4,8.33E-06,117.4,7.1,CC (compact compression) 60 x 65 x 4.25 mm ,standard electro-mechanical testing machine,J-integral,1,QS reference value taken from He et al. 2023 (https://doi.org/10.1016/j.compscitech.2023.110307)
,,,,,,,,,,,,,,,4,5.5,114.8,7,CC (compact compression) 60 x 65 x 4.25 mm ,electromagnetic SHPB,J-integral,1,
Yasaee (2017),Yasaee,2017,Strain rate dependence of mode II delamination resistance in through thickness reinforced laminated composites,GIIc,IM7,Hexcel 8552,,CFRP,UD,"[(0,-45,0,45)3S]S",m/s,kJ/m2,https://doi.org/10.1016/j.ijimpeng.2017.05.003,table,,0.0000083,0.663,0.1,3ENF,Instron,strain measurement with DIC; Data reduction with GIIc correction from Wang1992,1,
,,,,,,,,,,,,,,,,5.3,0.97,0.09,3ENF,SHB,,1,
Brambleby (2017),Brambleby,2017,Influence of loading rate on the mode II fracture toughness of vinyl ester GRP,GIIc,TTX1330,510A-40,,GFRP,UD,"[45,0,-45]Stitched,x4",m/s,kJ/m2,https://doi.org/10.1016/j.compositesa.2016.11.023,table,3,1.67E-05,2.776666667,0.411015004,4ENF,UTM,crack propagating between central layers; crack length measurement with DIC; compliance calibration and data reduction following Broek2002,1,
,,,,,,,,,,,,,,,4,0.000833333,3.065,0.21015867,4ENF,UTM,crack propagating between central layers; crack length measurement with DIC; compliance calibration and data reduction following Broek2002,1,
,,,,,,,,,,,,,,,3,0.005833333,2.993333333,0.16563011,4ENF,UTM,crack propagating between central layers; crack length measurement with DIC; compliance calibration and data reduction following Broek2002,1,
,,,,,,,,,,,,,,,3,0.012466667,3.296666667,0.444109596,4ENF,UTM,crack propagating between central layers; crack length measurement with DIC; compliance calibration and data reduction following Broek2002,1,
,,,,,,,,,,,,,,,4,0.10075,2.9925,0.380909001,4ENF,UTM,crack propagating between central layers; crack length measurement with DIC; compliance calibration and data reduction following Broek2002,1,
Carlsson (1986),Carlsson,1986,Mode II interlaminar fracture of graphite/epoxy and graphite/PEEK,GIIc,AS4,3501-6,,CFRP,UD,[0]24,m/s,kJ/m2,https://doi.org/10.1177/073168448600500302,table,5,4.17E-06,0.57,0.06,3ENF,Instron,nonlinear compliance correction by Liebowitz1971,1,
,,,,,,,,,,,,,,,5,4.17E-05,0.54,0.05,3ENF,Instron,nonlinear compliance correction by Liebowitz1971,1,
,,,,,,,,,,,,,,,5,0.000416667,0.53,0.04,3ENF,Instron,nonlinear compliance correction by Liebowitz1971,1,
,,,,,,,,,,,,,,,5,0.004166667,0.45,0.05,3ENF,Instron,nonlinear compliance correction by Liebowitz1971,1,
Carlsson (1986),Carlsson,1986,Mode II interlaminar fracture of graphite/epoxy and graphite/PEEK,GIIc,AS4,PEEK,,CFRP,UD,[0]26,m/s,kJ/m2,https://doi.org/10.1177/073168448600500302,table,5,4.17E-06,2.16,0.32,3ENF,Instron,nonlinear compliance correction by Liebowitz1971,1,
,,,,,,,,,,,,,,,5,4.17E-05,2.05,0.18,3ENF,Instron,nonlinear compliance correction by Liebowitz1971,1,
,,,,,,,,,,,,,,,5,0.000416667,2.1,0.27,3ENF,Instron,nonlinear compliance correction by Liebowitz1971,1,
,,,,,,,,,,,,,,,5,0.004166667,1.58,0.15,3ENF,Instron,nonlinear compliance correction by Liebowitz1971,1,
Maikuma (1989),Maikuma,1989,Analysis and Experimental Characterization of the Center Notch Flexural Test Specimen for Mode II Interlaminar Fracture,GIIc,AS4,2220-3,0.6,CFRP,UD,[0]24,m/s,kJ/m2,https://doi.org/10.1177/002199838902300801,table,,0.000085,0.45,0.0675,CNF,Instron 1125,analytical compliance calibration,1,
,,,,,,,,,,,,,,,,1.25,0.34,,CNF,drop-weight,analytical compliance calibration for dynamic critical strain ERR,1,
Maikuma (1989),Maikuma,1989,Analysis and Experimental Characterization of the Center Notch Flexural Test Specimen for Mode II Interlaminar Fracture,GIIc,AS4,PEEK,0.61,CFRP,UD,[0]26,m/s,kJ/m2,https://doi.org/10.1177/002199838902300801,table,,0.000085,1.81,0.2715,CNF,Instron 1125,analytical compliance calibration,1,
,,,,,,,,,,,,,,,,2.5,1.02,,CNF,drop-weight,analytical compliance calibration for dynamic critical strain ERR,1,
Zabala (2016),Zabala,2016,Dynamic 4 ENF test for a strain rate dependent mode II interlaminar fracture toughness characterization of unidirectional carbon fibre epoxy composites,GIIc,GV 170 U,SR 8100/SD 8822,0.481,CFRP,UD,[0]20,m/s,kJ/m2,https://doi.org/10.1016/j.polymertesting.2016.09.001,table,5,0.000083,2.143,0.186,4ENF,MTS 810,analytical compliance calibration (Schuecker2001),1,
,,,,,,,,,,,,,,,5,0.048,2.178,0.135,4ENF,MTS 810,analytical compliance calibration (Schuecker2001),1,
,,,,,,,,,,,,,,,5,0.095,2.052,0.179,4ENF,MTS 810,analytical compliance calibration (Schuecker2001),1,
,,,,,,,,,,,,,,,5,0.143,2.531,0.159,4ENF,MTS 810,analytical compliance calibration (Schuecker2001),1,
,,,,,,,,,,,,,,,5,0.19,2.293,0.224,4ENF,MTS 810,analytical compliance calibration (Schuecker2001),1,
de Verdiere (2012b),de Verdiere,2012,Influence of loading rate on the delamination response of untufted and tufted carbon epoxy non-crimp fabric composites/Mode II,GIIc,Saertex NCF,RTM6,,CFRP,UD,"[90,0]NS",m/s,kJ/m2,https://doi.org/10.1016/j.engfracmech.2011.12.011,plot,,1.67E-05,1.8,,ELS,Zwick,load correction factor applied,1,
,,,,,,,,,,,,,,,,0.76,1.7,,ELS,Drop-weight,Crack length measurement with Photron 1024PCI and SA1; load correction factor applied,1,
,,,,,,,,,,,,,,,,2.65,2.06,,ELS,Drop-weight,,1,
,,,,,,,,,,,,,,,,5,1.62,,ELS,Drop-weight,,1,
,,,,,,,,,,,,,,,,6.21,1.65,,ELS,Drop-weight,,1,
,,,,,,,,,,,,,,,,6.5,1.98,,ELS,Drop-weight,,1,
Todo (1999),Todo,1999,Mode II Interlaminar Fracture Behavior of Fiber Reinforced Polyamide Composites under Static and Dynamic Loading Conditions,GIIc,CF,PA6,0.56,CFRP,UD,,m/s,kJ/m2,https://doi.org/10.1177/073168449901801505,plot,,1.67E-05,2.21,0.67,ENF,Servo-hydraulic universal testing machine,nonlinear compliance correction,1,
,,,,,,,,,,,,,,,,1.1,3.78,0.63,ENF,Drop-weight,nonlinear compliance correction,1,
,,,,,,,,,,,,,,,,1.67E-05,4.03,0.58,ENF,Servo-hydraulic universal testing machine,nonlinear compliance correction,1,
,,,,,,,,,,,,,,,,1.1,2.63,0.18,ENF,Drop-weight,nonlinear compliance correction,1,
Kageyama (1991),Kageyama,1991,Stabilized End Notched Flexure Test: Characterization of Mode II Interlaminar Crack Growth,GIIc,T300,2500,,CFRP,UD,[0]12,m/s,kJ/m2,https://doi.org/10.1520/STP17720S,plot,5,1.67E-05,0.605226,0.080045281,ENF,Servo-hydraulic universal testing machine,numerical nonlinear compliance correction,1,
,,,,,,,,,,,,,,,6,1.43,0.59568,0.129215485,CNF,Drop-weight,numerical nonlinear compliance correction,1,
,,,,,,,,,,,,,,,10,2.7,0.640871,0.079759798,CNF,Drop-weight,numerical nonlinear compliance correction,1,
,,,,,,,,,,,,,,,5,4,0.66776,0.069801992,CNF,Drop-weight,numerical nonlinear compliance correction,1,
,,,,,,,,,,,,,,,7,5.17,0.801175,0.102348305,CNF,Drop-weight,numerical nonlinear compliance correction,1,
,,,,,,,,,,,,,,,6,7.34,0.910408571,0.127627208,CNF,Drop-weight,numerical nonlinear compliance correction,1,
Compston (2001),Compston,2001,The effect of matrix toughness and loading rate on the mode-II interlaminar fracture toughness of glass-fibre/vinyl-ester composites,GIIc,E-glass,411-45,0.39,GFRP,UD,[0]24,m/s,kJ/m2,https://doi.org/10.1016/S0266-3538(00)00226-8,plot,,0.0000164,4.26,0.2,ENF,Drop-weight,nonlinear compliance correction from Russell and Street 1982,1,
,,,,,,,,,,,,,,,,0.000166,4.24,0.2,ENF,Drop-weight,nonlinear compliance correction from Russell and Street 1982,1,
,,,,,,,,,,,,,,,,0.00165,3.72,0.4,ENF,Drop-weight,nonlinear compliance correction from Russell and Street 1982,1,
,,,,,,,,,,,,,,,,0.0164,4.21,0.2,ENF,Drop-weight,nonlinear compliance correction from Russell and Street 1982,1,
,,,,,,,,,,,,,,,,2.97,4.25,0.3,ENF,Drop-weight,nonlinear compliance correction from Russell and Street 1982,1,
Compston (2001),Compston,2001,The effect of matrix toughness and loading rate on the mode-II interlaminar fracture toughness of glass-fibre/vinyl-ester composites,GIIc,E-glass,8084,0.41,GFRP,UD,[0]24,m/s,kJ/m2,https://doi.org/10.1016/S0266-3538(00)00226-8,plot,,0.0000165,4.28,0.6,ENF,Drop-weight,nonlinear compliance correction from Russell and Street 1982,1,
,,,,,,,,,,,,,,,,0.000167,4.18,0.2,ENF,Drop-weight,nonlinear compliance correction from Russell and Street 1982,1,
,,,,,,,,,,,,,,,,0.00166,4.14,0.1,ENF,Drop-weight,nonlinear compliance correction from Russell and Street 1982,1,
,,,,,,,,,,,,,,,,0.0165,4.09,0.1,ENF,Drop-weight,nonlinear compliance correction from Russell and Street 1982,1,
,,,,,,,,,,,,,,,,2.99,3.89,0.295,ENF,Drop-weight,nonlinear compliance correction from Russell and Street 1982,1,
Cantwell (1997),Cantwell,1997,The Influence of Loading Rate on the Mode II Interlaminar Fracture Toughness of Composite Materials,GIIc,IM6,PEEK,,CFRP,UD,,m/s,kJ/m2,https://doi.org/10.1177/002199839703101401,plot,4,1.68E-07,1.46814,0.139475,ENF,Drop-weight,beam theory correction from European Structural Integrity Society,1,
,,,,,,,,,,,,,,,4,1.66E-06,1.60169,0.06531,ENF,Drop-weight,beam theory correction from European Structural Integrity Society,1,
,,,,,,,,,,,,,,,4,1.63E-05,1.76376,0.13579,ENF,Drop-weight,beam theory correction from European Structural Integrity Society,1,
,,,,,,,,,,,,,,,4,0.0016725,2.01329,0.089985,ENF,Drop-weight,beam theory correction from European Structural Integrity Society,1,
,,,,,,,,,,,,,,,4,0.016886667,2.04869,0.168665,ENF,Drop-weight,beam theory correction from European Structural Integrity Society,1,
,,,,,,,,,,,,,,,4,3.12,2.00303,0.194165,ENF,Drop-weight,beam theory correction from European Structural Integrity Society,1,
Cantwell (1997),Cantwell,1997,The Influence of Loading Rate on the Mode II Interlaminar Fracture Toughness of Composite Materials,GIIc,AS4,PEEK,,CFRP,UD,,m/s,kJ/m2,https://doi.org/10.1177/002199839703101401,plot,4,0.000001687,1.91731,0.2125,ENF,Drop-weight,beam theory correction from European Structural Integrity Society,1,
,,,,,,,,,,,,,,,4,1.66E-05,1.64966,0.24708,ENF,Drop-weight,beam theory correction from European Structural Integrity Society,1,
,,,,,,,,,,,,,,,4,0.000166583,1.86949,0.19635,ENF,Drop-weight,beam theory correction from European Structural Integrity Society,1,
,,,,,,,,,,,,,,,4,0.001674333,1.81073,0.109295,ENF,Drop-weight,beam theory correction from European Structural Integrity Society,1,
,,,,,,,,,,,,,,,4,3.02,2.03019,0.057565,ENF,Drop-weight,beam theory correction from European Structural Integrity Society,1,
Cantwell (1997),Cantwell,1997,The Influence of Loading Rate on the Mode II Interlaminar Fracture Toughness of Composite Materials,GIIc,T300,Epoxy,,CFRP,UD,,m/s,kJ/m2,https://doi.org/10.1177/002199839703101401,plot,4,0.00000164,0.89,0.19,ENF,Drop-weight,beam theory correction from European Structural Integrity Society,1,
,,,,,,,,,,,,,,,4,0.0000165,0.88,0.27,ENF,Drop-weight,beam theory correction from European Structural Integrity Society,1,
,,,,,,,,,,,,,,,4,0.000165,1.03,0.13,ENF,Drop-weight,beam theory correction from European Structural Integrity Society,1,
,,,,,,,,,,,,,,,4,0.000819,1.11,0.13,ENF,Drop-weight,beam theory correction from European Structural Integrity Society,1,
,,,,,,,,,,,,,,,4,2.96,1.1,0.24,ENF,Drop-weight,beam theory correction from European Structural Integrity Society,1,
Cairns (1995),Cairns,1992,Static and dynamic strain energy release rates in toughened thermosetting composite laminates,GIIc,IM7,8551-7,0.588,CFRP,UD,,m/s,kJ/m2,https://ntrs.nasa.gov/citations/19950021867,table,5,1.67E-05,1.867,0.104552,ENF,standard electormech testing machine,Compliance correction as Maikuma,1,
,,,,,,,,,,,,,,,5,1.93,2.73,0.10647,ENF,Drop-weight,Compliance correction as Maikuma,1,
Cairns (1995),Cairns,1992,Static and dynamic strain energy release rates in toughened thermosetting composite laminates,GIIc,IM7,X8551-7C,0.588,CFRP,UD,,m/s,kJ/m2,https://ntrs.nasa.gov/citations/19950021867,table,5,1.67E-05,1.374,0.035724,ENF,standard electormech testing machine,Compliance correction as Maikuma,1,
,,,,,,,,,,,,,,,2,1.93,2.36,,ENF,Drop-weight,Compliance correction as Maikuma,1,
Cairns (1995),Cairns,1992,Static and dynamic strain energy release rates in toughened thermosetting composite laminates,GIIc,IM7,X1,0.588,CFRP,UD,,m/s,kJ/m2,https://ntrs.nasa.gov/citations/19950021867,table,5,1.67E-05,1.268,0.074812,ENF,standard electormech testing machine,Compliance correction as Maikuma,1,
,,,,,,,,,,,,,,,5,1.93,2.202,0.103494,ENF,Drop-weight,Compliance correction as Maikuma,1,
Cairns (1995),Cairns,1992,Static and dynamic strain energy release rates in toughened thermosetting composite laminates,GIIc,IM7,X2,0.543,CFRP,UD,,m/s,kJ/m2,https://ntrs.nasa.gov/citations/19950021867,table,5,1.67E-05,1.426,0.04991,ENF,standard electormech testing machine,Compliance correction as Maikuma,1,
,,,,,,,,,,,,,,,5,1.93,1.726,0.06041,ENF,Drop-weight,Compliance correction as Maikuma,1,
Cairns (1995),Cairns,1992,Static and dynamic strain energy release rates in toughened thermosetting composite laminates,GIIc,IM7,X2,0.606,CFRP,UD,,m/s,kJ/m2,https://ntrs.nasa.gov/citations/19950021867,table,5,1.67E-05,1.268,0.074812,ENF,standard electormech testing machine,Compliance correction as Maikuma,1,
,,,,,,,,,,,,,,,5,1.93,1.691,0.142044,ENF,Drop-weight,Compliance correction as Maikuma,1,
Cairns (1995),Cairns,1992,Static and dynamic strain energy release rates in toughened thermosetting composite laminates,GIIc,IM7,X3,0.588,CFRP,UD,,m/s,kJ/m2,https://ntrs.nasa.gov/citations/19950021867,table,5,1.67E-05,1.374,0.107172,ENF,standard electormech testing machine,Compliance correction as Maikuma,1,
,,,,,,,,,,,,,,,5,1.93,1.814,0.357358,ENF,Drop-weight,Compliance correction as Maikuma,1,
Cairns (1995),Cairns,1992,Static and dynamic strain energy release rates in toughened thermosetting composite laminates,GIIc,IM7,X4,0.588,CFRP,UD,,m/s,kJ/m2,https://ntrs.nasa.gov/citations/19950021867,table,5,1.67E-05,1.532,0.085792,ENF,standard electormech testing machine,Compliance correction as Maikuma,1,
,,,,,,,,,,,,,,,5,1.93,2.078,0.143382,ENF,Drop-weight,Compliance correction as Maikuma,1,
Cairns (1995),Cairns,1992,Static and dynamic strain energy release rates in toughened thermosetting composite laminates,GIIc,IM9,8551-7,0.588,CFRP,UD,,m/s,kJ/m2,https://ntrs.nasa.gov/citations/19950021867,table,5,1.67E-05,1.691,0.126825,ENF,standard electormech testing machine,Compliance correction as Maikuma,1,
,,,,,,,,,,,,,,,5,1.93,2.184,0.157248,ENF,Drop-weight,Compliance correction as Maikuma,1,
Cairns (1995),Cairns,1992,Static and dynamic strain energy release rates in toughened thermosetting composite laminates,GIIc,AS4,3501-6,0.588,CFRP,UD,,m/s,kJ/m2,https://ntrs.nasa.gov/citations/19950021867,table,5,1.67E-05,0.74,0.05254,ENF,standard electormech testing machine,Compliance correction as Maikuma,1,
,,,,,,,,,,,,,,,5,1.93,0.463,0.024539,ENF,Drop-weight,Compliance correction as Maikuma,1,
Cairns (1995),Cairns,1992,Static and dynamic strain energy release rates in toughened thermosetting composite laminates,GIIc,AS6,Hexcel 8552,0.588,CFRP,UD,,m/s,kJ/m2,https://ntrs.nasa.gov/citations/19950021867,table,5,1.67E-05,0.617,0.037637,ENF,standard electormech testing machine,Compliance correction as Maikuma,1,
,,,,,,,,,,,,,,,2,1.93,1.532,,ENF,Drop-weight,Compliance correction as Maikuma,1,
Berger (2001),Berger,2001,Temperature and loading rate effects in the mode II interlaminar fracture behavior of carbon fiber reinforced PEEK,GIIc,AS4,PEEK,,CFRP,UD,[0]24,m/s,kJ/m2,https://doi.org/10.1002/pc.10537,plot,,0.00000165,2.22012,,ENF,Instron 1185,Beam theory correction from European Structural Integrity Society,1,
,,,,,,,,,,,,,,,,0.000159,2.45014,,ENF,Instron 1185,Beam theory correction from European Structural Integrity Society,1,
,,,,,,,,,,,,,,,,0.00804,2.6814,,ENF,Instron 1185,Beam theory correction from European Structural Integrity Society,1,
Blackman (1996b),Blackman,1996,The failure of fibre composites and adhesively bonded fibre composites under high rates of test: Part III Mixed-mode I/II and mode II loadings,GIIc,T400,6376,0.65,CFRP,UD,[0]N,m/s,kJ/m2,https://doi.org/10.1007/BF00366342,plot,,0.000001724,0.76566,0.1148,ELS,standard electormech testing machine,Nonlinear compliance correction,1,
,,,,,,,,,,,,,,,,0.000036268,0.69958,0.112935,ELS,standard electormech testing machine,Nonlinear compliance correction,1,
,,,,,,,,,,,,,,,,0.00012391,0.74828,0.113915,ELS,standard electormech testing machine,Nonlinear compliance correction,1,
,,,,,,,,,,,,,,,,0.00017316,0.84936,0.11492,ELS,standard electormech testing machine,Nonlinear compliance correction,1,
,,,,,,,,,,,,,,,,0.00049138,0.75079,0.114175,ELS,Servo-hydraulic universal testing machine (Instron 1343),Nonlinear compliance correction,1,
,,,,,,,,,,,,,,,,0.0017857,0.77006,0.114645,ELS,Servo-hydraulic universal testing machine (Instron 1343),Nonlinear compliance correction,1,
,,,,,,,,,,,,,,,,0.017642,0.87055,0.11558,ELS,Servo-hydraulic universal testing machine (Instron 1343),Nonlinear compliance correction,1,
,,,,,,,,,,,,,,,,0.026792,0.90746,0.113405,ELS,Servo-hydraulic universal testing machine (Instron 1343),Nonlinear compliance correction,1,
,,,,,,,,,,,,,,,,0.13862,1.00588,0.115075,ELS,Servo-hydraulic universal testing machine (Instron 1343),Nonlinear compliance correction,1,
,,,,,,,,,,,,,,,,0.22114,0.86768,0.11547,ELS,Servo-hydraulic universal testing machine (Instron 1343),Nonlinear compliance correction,1,
,,,,,,,,,,,,,,,,0.55832,1.02108,0.115085,ELS,Servo-hydraulic universal testing machine (Instron 1343),Nonlinear compliance correction,1,
,,,,,,,,,,,,,,,,0.55355,1.08842,0.113905,ELS,Servo-hydraulic universal testing machine (Instron 1343),Nonlinear compliance correction,1,
,,,,,,,,,,,,,,,,1.6039,0.85105,0.116655,ELS,Servo-hydraulic universal testing machine (Instron 1343),Nonlinear compliance correction,1,
,,,,,,,,,,,,,,,,3.6821,0.87536,0.113905,ELS,Servo-hydraulic universal testing machine (Instron 1343),Nonlinear compliance correction,1,
Blackman (1996b),Blackman,1996,The failure of fibre composites and adhesively bonded fibre composites under high rates of test: Part III Mixed-mode I/II and mode II loadings,GIIc,AS4,PEEK,0.65,CFRP,UD,[0]N,m/s,kJ/m2,https://doi.org/10.1007/BF00366342,plot,,1.68E-05,2.41958,0.20151,ELS,standard electormech testing machine,Nonlinear compliance correction,1,
,,,,,,,,,,,,,,,,1.67E-05,2.466215,0.209835,ELS,standard electormech testing machine,Nonlinear compliance correction,1,
,,,,,,,,,,,,,,,,0.00017432,2.55881,0.202335,ELS,standard electormech testing machine,Nonlinear compliance correction,1,
,,,,,,,,,,,,,,,,0.0010293,2.36886,0.209835,ELS,Servo-hydraulic universal testing machine (Instron 1343),Nonlinear compliance correction,1,
,,,,,,,,,,,,,,,,0.0016948,2.66219,0.20223,ELS,Servo-hydraulic universal testing machine (Instron 1343),Nonlinear compliance correction,1,
,,,,,,,,,,,,,,,,0.0172055,2.371085,0.208175,ELS,Servo-hydraulic universal testing machine (Instron 1343),Nonlinear compliance correction,1,
,,,,,,,,,,,,,,,,0.0171645,2.44379,0.20289,ELS,Servo-hydraulic universal testing machine (Instron 1343),Nonlinear compliance correction,1,
,,,,,,,,,,,,,,,,0.08223,2.50273,0.19818,ELS,Servo-hydraulic universal testing machine (Instron 1343),Nonlinear compliance correction,1,
,,,,,,,,,,,,,,,,0.4113,2.50779,0.209005,ELS,Servo-hydraulic universal testing machine (Instron 1343),Nonlinear compliance correction,1,
,,,,,,,,,,,,,,,,0.67272,2.07932,0.20983,ELS,Servo-hydraulic universal testing machine (Instron 1343),Nonlinear compliance correction,1,
,,,,,,,,,,,,,,,,1.1886,2.26693,0.20067,ELS,Servo-hydraulic universal testing machine (Instron 1343),Nonlinear compliance correction,1,
,,,,,,,,,,,,,,,,3.2507,2.2374,0.20667,ELS,Servo-hydraulic universal testing machine (Instron 1343),Nonlinear compliance correction,1,
,,,,,,,,,,,,,,,,4.8324,1.87823,0.20143,ELS,Servo-hydraulic universal testing machine (Instron 1343),Nonlinear compliance correction,1,
Hahn (2022),Hahn,2022,High-rate mode II fracture toughness testing of polymer matrix composites using the Transverse Crack Tension (TCT) test,GIIc,Toray Torayca T700SC-,P3252S-10,,CFRP,UD,[0]N,m/s,kJ/m2,https://doi.org/10.1016/j.compositesb.2022.109636,table,5,0.000005,0.782,0.0390218,TCT 120 x 10 × 2 mm3,Zwick Z250,Derivative of the force displacement curve,1,
